age,job,marital,education,default,balance,housing,loan,contact,campaign,y
'\'(29.5-60.5]\'',blue-collar,married,secondary,no,'\'(1594.5-inf)\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',management,divorced,tertiary,yes,'\'(-inf-105.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',services,married,secondary,no,'\'(105.5-1594.5]\'',yes,no,telephone,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',housemaid,married,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',services,single,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',blue-collar,single,primary,no,'\'(-inf-105.5]\'',yes,yes,cellular,'\'(1.5-3.5]\'',no
'\'(-inf-25.5]\'',services,married,secondary,no,'\'(1594.5-inf)\'',yes,no,cellular,'\'(1.5-3.5]\'',yes
'\'(29.5-60.5]\'',blue-collar,married,secondary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',self-employed,single,tertiary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',technician,divorced,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',management,married,tertiary,no,'\'(-inf-105.5]\'',yes,yes,cellular,'\'(-inf-1.5]\'',yes
'\'(29.5-60.5]\'',self-employed,single,tertiary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',blue-collar,single,secondary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(3.5-11.5]\'',no
'\'(29.5-60.5]\'',blue-collar,married,secondary,no,'\'(1594.5-inf)\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',blue-collar,married,primary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',blue-collar,divorced,primary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',yes
'\'(29.5-60.5]\'',blue-collar,married,secondary,no,'\'(105.5-1594.5]\'',no,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',services,married,secondary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',yes
'\'(29.5-60.5]\'',student,married,tertiary,no,'\'(-inf-105.5]\'',no,no,cellular,'\'(1.5-3.5]\'',no
'\'(-inf-25.5]\'',student,single,secondary,no,'\'(1594.5-inf)\'',yes,no,cellular,'\'(3.5-11.5]\'',no
'\'(29.5-60.5]\'',unemployed,single,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',services,married,secondary,no,'\'(1594.5-inf)\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',services,divorced,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',services,married,secondary,no,'\'(1594.5-inf)\'',yes,yes,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',technician,married,secondary,no,'\'(105.5-1594.5]\'',yes,yes,cellular,'\'(3.5-11.5]\'',no
'\'(29.5-60.5]\'',blue-collar,married,secondary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',retired,divorced,secondary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',entrepreneur,married,primary,no,'\'(1594.5-inf)\'',yes,yes,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',blue-collar,single,secondary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(3.5-11.5]\'',no
'\'(29.5-60.5]\'',blue-collar,divorced,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',admin.,single,secondary,no,'\'(105.5-1594.5]\'',yes,yes,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',technician,single,secondary,no,'\'(105.5-1594.5]\'',yes,yes,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',services,divorced,secondary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',admin.,single,secondary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',technician,married,tertiary,no,'\'(1594.5-inf)\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',technician,single,secondary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',unemployed,married,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(3.5-11.5]\'',no
'\'(29.5-60.5]\'',blue-collar,married,secondary,no,'\'(1594.5-inf)\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',services,married,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',services,divorced,secondary,no,'\'(-inf-105.5]\'',yes,yes,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',admin.,single,secondary,no,'\'(1594.5-inf)\'',yes,yes,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',blue-collar,married,secondary,no,'\'(105.5-1594.5]\'',yes,no,telephone,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',services,divorced,secondary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(25.5-29.5]\'',services,single,tertiary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',admin.,married,primary,no,'\'(105.5-1594.5]\'',no,no,cellular,'\'(3.5-11.5]\'',no
'\'(29.5-60.5]\'',admin.,divorced,secondary,no,'\'(1594.5-inf)\'',yes,no,telephone,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',technician,single,secondary,no,'\'(-inf-105.5]\'',yes,yes,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',blue-collar,divorced,primary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',management,single,tertiary,yes,'\'(-inf-105.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',blue-collar,single,primary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',admin.,married,primary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',blue-collar,married,secondary,no,'\'(105.5-1594.5]\'',no,no,cellular,'\'(3.5-11.5]\'',no
'\'(29.5-60.5]\'',services,single,tertiary,no,'\'(105.5-1594.5]\'',no,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',blue-collar,married,primary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',management,married,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',blue-collar,married,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(25.5-29.5]\'',services,single,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',management,single,tertiary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(25.5-29.5]\'',technician,single,tertiary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',self-employed,married,secondary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',management,married,tertiary,no,'\'(1594.5-inf)\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',blue-collar,married,secondary,no,'\'(105.5-1594.5]\'',yes,no,telephone,'\'(-inf-1.5]\'',no
'\'(25.5-29.5]\'',management,married,tertiary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(3.5-11.5]\'',no
'\'(29.5-60.5]\'',blue-collar,married,primary,no,'\'(1594.5-inf)\'',yes,yes,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',admin.,divorced,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',services,married,secondary,no,'\'(-inf-105.5]\'',yes,yes,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',blue-collar,married,primary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',management,married,tertiary,no,'\'(-inf-105.5]\'',no,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',services,single,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',housemaid,married,primary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',blue-collar,married,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',unemployed,divorced,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',unemployed,single,secondary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',management,divorced,tertiary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(-inf-25.5]\'',blue-collar,single,secondary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',blue-collar,married,secondary,no,'\'(-inf-105.5]\'',no,no,cellular,'\'(-inf-1.5]\'',yes
'\'(29.5-60.5]\'',admin.,married,secondary,no,'\'(105.5-1594.5]\'',yes,yes,cellular,'\'(-inf-1.5]\'',no
'\'(25.5-29.5]\'',services,single,secondary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',entrepreneur,married,secondary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',blue-collar,divorced,primary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',services,single,secondary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',yes
'\'(29.5-60.5]\'',management,married,tertiary,no,'\'(-inf-105.5]\'',yes,yes,cellular,'\'(-inf-1.5]\'',no
'\'(25.5-29.5]\'',blue-collar,married,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',technician,single,secondary,no,'\'(1594.5-inf)\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',admin.,married,secondary,no,'\'(105.5-1594.5]\'',no,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',management,married,tertiary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',self-employed,married,secondary,no,'\'(105.5-1594.5]\'',no,no,cellular,'\'(1.5-3.5]\'',no
'\'(25.5-29.5]\'',technician,single,tertiary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',admin.,single,secondary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',management,married,tertiary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',technician,married,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',unemployed,married,primary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',technician,married,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',blue-collar,married,primary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',technician,married,secondary,no,'\'(1594.5-inf)\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',housemaid,married,primary,no,'\'(-inf-105.5]\'',yes,yes,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',services,married,secondary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',admin.,single,secondary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',services,single,secondary,no,'\'(-inf-105.5]\'',no,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',entrepreneur,single,primary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',services,single,secondary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',yes
'\'(29.5-60.5]\'',blue-collar,married,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',blue-collar,married,secondary,no,'\'(1594.5-inf)\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',services,married,secondary,no,'\'(1594.5-inf)\'',yes,no,cellular,'\'(3.5-11.5]\'',no
'\'(29.5-60.5]\'',blue-collar,single,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',services,married,secondary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(3.5-11.5]\'',no
'\'(29.5-60.5]\'',blue-collar,married,primary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',admin.,married,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(25.5-29.5]\'',management,married,tertiary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',admin.,single,secondary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',management,divorced,tertiary,no,'\'(-inf-105.5]\'',yes,yes,cellular,'\'(3.5-11.5]\'',no
'\'(29.5-60.5]\'',services,divorced,secondary,no,'\'(-inf-105.5]\'',yes,yes,cellular,'\'(-inf-1.5]\'',yes
'\'(29.5-60.5]\'',blue-collar,married,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(25.5-29.5]\'',blue-collar,single,secondary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(3.5-11.5]\'',no
'\'(29.5-60.5]\'',services,married,secondary,no,'\'(-inf-105.5]\'',yes,yes,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',self-employed,married,secondary,no,'\'(1594.5-inf)\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',self-employed,married,tertiary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',management,married,secondary,no,'\'(105.5-1594.5]\'',yes,yes,cellular,'\'(3.5-11.5]\'',no
'\'(29.5-60.5]\'',blue-collar,married,secondary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',unemployed,married,secondary,no,'\'(1594.5-inf)\'',yes,no,telephone,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',admin.,divorced,secondary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',management,divorced,tertiary,no,'\'(1594.5-inf)\'',yes,no,cellular,'\'(3.5-11.5]\'',no
'\'(29.5-60.5]\'',blue-collar,divorced,secondary,no,'\'(-inf-105.5]\'',yes,yes,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',blue-collar,married,primary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(-inf-25.5]\'',student,single,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',self-employed,divorced,tertiary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',management,single,tertiary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',yes
'\'(29.5-60.5]\'',services,married,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',services,married,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',services,married,secondary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',management,married,tertiary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',admin.,single,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',blue-collar,married,primary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',housemaid,married,secondary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',admin.,married,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',self-employed,single,secondary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',services,married,secondary,no,'\'(1594.5-inf)\'',yes,no,cellular,'\'(-inf-1.5]\'',yes
'\'(29.5-60.5]\'',blue-collar,divorced,primary,no,'\'(105.5-1594.5]\'',yes,no,telephone,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',management,single,tertiary,no,'\'(-inf-105.5]\'',yes,no,telephone,'\'(1.5-3.5]\'',no
'\'(25.5-29.5]\'',entrepreneur,married,tertiary,no,'\'(1594.5-inf)\'',no,yes,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',blue-collar,married,primary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',entrepreneur,married,primary,no,'\'(105.5-1594.5]\'',no,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',admin.,married,secondary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',services,married,secondary,no,'\'(-inf-105.5]\'',yes,yes,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',blue-collar,single,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',technician,married,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',blue-collar,married,secondary,no,'\'(-inf-105.5]\'',yes,no,telephone,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',blue-collar,single,secondary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',blue-collar,single,secondary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',services,single,secondary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',services,married,secondary,no,'\'(105.5-1594.5]\'',yes,yes,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',admin.,single,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',services,divorced,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',management,married,tertiary,no,'\'(105.5-1594.5]\'',yes,yes,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',services,single,secondary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',management,married,tertiary,no,'\'(105.5-1594.5]\'',yes,yes,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',blue-collar,married,primary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',retired,married,secondary,no,'\'(-inf-105.5]\'',yes,no,telephone,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',admin.,married,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',services,married,secondary,no,'\'(105.5-1594.5]\'',yes,yes,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',blue-collar,married,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',admin.,divorced,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',services,married,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',admin.,divorced,secondary,no,'\'(-inf-105.5]\'',yes,yes,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',management,divorced,primary,no,'\'(1594.5-inf)\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',blue-collar,married,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',technician,married,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',blue-collar,married,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',services,married,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',blue-collar,single,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',blue-collar,married,primary,no,'\'(105.5-1594.5]\'',yes,yes,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',blue-collar,married,primary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',blue-collar,married,primary,no,'\'(105.5-1594.5]\'',yes,no,telephone,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',blue-collar,divorced,secondary,no,'\'(-inf-105.5]\'',yes,yes,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',blue-collar,divorced,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',blue-collar,married,secondary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',services,married,secondary,no,'\'(105.5-1594.5]\'',yes,yes,cellular,'\'(-inf-1.5]\'',no
'\'(25.5-29.5]\'',technician,married,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',admin.,married,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',blue-collar,married,secondary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',blue-collar,married,secondary,no,'\'(1594.5-inf)\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',blue-collar,divorced,primary,yes,'\'(-inf-105.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',technician,married,secondary,no,'\'(105.5-1594.5]\'',yes,no,telephone,'\'(-inf-1.5]\'',no
'\'(-inf-25.5]\'',self-employed,single,tertiary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',admin.,married,secondary,no,'\'(105.5-1594.5]\'',yes,yes,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',blue-collar,married,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',blue-collar,single,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(3.5-11.5]\'',no
'\'(29.5-60.5]\'',blue-collar,married,secondary,no,'\'(1594.5-inf)\'',yes,yes,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',services,married,secondary,no,'\'(-inf-105.5]\'',yes,yes,cellular,'\'(3.5-11.5]\'',no
'\'(29.5-60.5]\'',admin.,single,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',blue-collar,divorced,secondary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',admin.,married,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',services,married,secondary,no,'\'(-inf-105.5]\'',yes,yes,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',services,married,secondary,no,'\'(1594.5-inf)\'',yes,yes,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',entrepreneur,married,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(25.5-29.5]\'',blue-collar,single,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',entrepreneur,married,secondary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',blue-collar,married,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
'\'(29.5-60.5]\'',retired,divorced,tertiary,no,'\'(-inf-105.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',services,married,secondary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(1.5-3.5]\'',no
'\'(29.5-60.5]\'',blue-collar,married,primary,no,'\'(105.5-1594.5]\'',yes,no,cellular,'\'(3.5-11.5]\'',no
'\'(29.5-60.5]\'',blue-collar,married,secondary,yes,'\'(-inf-105.5]\'',yes,no,cellular,'\'(-inf-1.5]\'',no
